femmes enceintes	1	1.2263	2	Cette section aborde les objectifs glycémiques optimaux pour prévenir les risques liés à l'hyperglycémie et aux effets indésirables des traitements chez les patients diabétiques de type 2 (cas général) et dans quatre sous-populations particulières : les sujets âgés, les personnes ayant des antécédents cardio-vasculaires, les insuffisants rénaux chroniques et les femmes enceintes ou envisageant de l'être.	L'analyse de la littérature a souligné le faible niveau de preuve des données (effectif faible, suivi insuffisant, critères inadaptés) concernant :   la validation du taux d'HbA1c comme critère de substitution à des critères finaux de morbi-mortalité dans le diabète de type 2 ;   l'effet des différents traitements sur la morbi-mortalité du diabète de type 2 (micro-angiopathie, événement cardio-vasculaire, mortalité liée au diabète) ;   la balance bénéfice risque des différents médicaments antidiabétiques en comparaison directe (en particulier inhibiteurs DPP-4 vs sulfamides) ;   des comparaisons directes entre les différentes stratégies, en particulier une stratégie classique (schéma metformine puis sulfamide puis insuline) vs une stratégie visant à limiter les hypoglycémies et la prise de poids (metformine puis inhibiteurs DPP-4 puis analogues du GLP-1), éventuellement en fonction du profil des patients ;   des données dans les sous-groupes de patients diabétiques tels que les personnes âgées, les patients atteints de comorbidités, les femmes enceintes ;   la modélisation de l'efficience :  de différentes stratégies thérapeutiques, dont les mesures hygiéno-diététiques,  pour certaines populations, dont les patients nouvellement diagnostiqués et les patients pour lesquels certains traitements sont contre-indiqués ;   la mesure de la qualité de vie associée aux hypoglycémies11, à la prise de poids et au traitement par insuline afin d'estimer la pondération de la durée de vie liée à ces états de santé dans une étude d'efficience.	
flou visuel	0	1.2263	1	L'objectif à court terme de diminution de l'hyperglycémie est l'amélioration des symptômes (soif, polyurie, asthénie, amaigrissement et flou visuel) et la prévention des complications aiguês (infectieuses et coma hyperosmolaire).	
fonctionnelles motrices	0	1.2263	1	Elles sont décrites comme une population vulnérable, avec des limitations fonctionnelles motrices et cognitives et une baisse des capacités d'adaptation ;   les personnes dites malades : dépendantes, en mauvais état de santé en raison d'une polypathologie chronique évoluée génératrice de handicaps et d'un isolement social.	
glycémies capillaires	0	1.2263	1	Recommandation 3c aiguës dues au diabète (déshydratation, coma hyperosmolaire) et les hypoglycémies ; des glycémies capillaires préprandiales comprises entre 1 et 2 g l et ou un taux d'HbA1c inférieur à 9 pour cent sont recommandés1.3 Patients ayant un antécédent cardio-vasculaire connu.	
glycémiques cibles	0	1.2263	1	Cette recommandation vise à définir :  des objectifs glycémiques cibles ;  une stratégie médicamenteuse du contrôle glycémique ;  la place de l'autosurveillance glycémique.	
glycémiques optimaux	0	1.2263	1	Cette section aborde les objectifs glycémiques optimaux pour prévenir les risques liés à l'hyperglycémie et aux effets indésirables des traitements chez les patients diabétiques de type 2 (cas général) et dans quatre sous-populations particulières : les sujets âgés, les personnes ayant des antécédents cardio-vasculaires, les insuffisants rénaux chroniques et les femmes enceintes ou envisageant de l'être.	
insuffisants rénaux	1	1.2263	1	Cette section aborde les objectifs glycémiques optimaux pour prévenir les risques liés à l'hyperglycémie et aux effets indésirables des traitements chez les patients diabétiques de type 2 (cas général) et dans quatre sous-populations particulières : les sujets âgés, les personnes ayant des antécédents cardio-vasculaires, les insuffisants rénaux chroniques et les femmes enceintes ou envisageant de l'être.	
interactions médicamenteuses	1	1.2263	1	Les traitements doivent être adaptés aux précautions d'emploi spécifiques à l'insuffisance rénale : la posologie sera adaptée, en particulier pour la metformine (cfannexe 2), et une attention particulière sera portée aux interactions médicamenteuses.	
isolement social	1	1.2263	1	Elles sont décrites comme une population vulnérable, avec des limitations fonctionnelles motrices et cognitives et une baisse des capacités d'adaptation ;   les personnes dites malades : dépendantes, en mauvais état de santé en raison d'une polypathologie chronique évoluée génératrice de handicaps et d'un isolement social.	
limitations fonctionnelles	0	1.2263	1	Elles sont décrites comme une population vulnérable, avec des limitations fonctionnelles motrices et cognitives et une baisse des capacités d'adaptation ;   les personnes dites malades : dépendantes, en mauvais état de santé en raison d'une polypathologie chronique évoluée génératrice de handicaps et d'un isolement social.	
long terme	1	1.2263	1	L'objectif à plus long terme est la prévention des complications chroniques microvasculaires (rétinopathie, néphropathie et neuropathie), macrovasculaires (infarctus du myocarde, accidents vasculaires cérébraux et artériopathie oblitérante des membres inférieurs) et la diminution de la mortalité.	
mauvais état	0	1.2263	1	Elles sont décrites comme une population vulnérable, avec des limitations fonctionnelles motrices et cognitives et une baisse des capacités d'adaptation ;   les personnes dites malades : dépendantes, en mauvais état de santé en raison d'une polypathologie chronique évoluée génératrice de handicaps et d'un isolement social.	
membres inférieurs	1	1.2263	1	L'objectif à plus long terme est la prévention des complications chroniques microvasculaires (rétinopathie, néphropathie et neuropathie), macrovasculaires (infarctus du myocarde, accidents vasculaires cérébraux et artériopathie oblitérante des membres inférieurs) et la diminution de la mortalité.	
min 1,73m	0	1.2263	1	Recommandation 34 entre 30 et 60 ml min 1,73m ; stades 3A et 3B), les molécules à élimination rénale doivent être utilisées avec précaution car il existe un risque accru d'effets secondaires dont les hypoglycémies pour certaines classes thérapeutiques.	
médecine fondée	1	1.2263	1	Une consultation tous les 3 mois est généralement suffisante2 Fonder une recommandation sur l'efficience consiste à privilégier parmi plusieurs stratégies celle(s) dont le rapport différentiel entre les coûts et les résultats de santé est le plus faible (voir l'argumentaire pour une présentation plus détaillée)3 La médecine fondée sur les preuves suppose d'établir une recommandation sur des critères de morbi-mortalité (dits finaux).	
options thérapeutiques	0	1.2263	1	Certaines recommandations prévoient plusieurs options thérapeutiques non hiérarchisées.	
patients adultes	0	1.2263	1	L'objectif de ce travail est d'améliorer la qualité de la prise en charge des patients adultes atteints d'un diabète de type 2 ; seul le contrôle glycémique est abordé dans cette recommandation.	
pdf 2009-06	0	1.2263	1	Recommandation 3b 8 pour cent est recommandée1 http: www.has-sante.fr portail upload docs application pdf 2009-06 chutes_repetees_personnes_agees_-_argumentaire.pdf.	
population vulnérable	0	1.2263	1	Elles sont décrites comme une population vulnérable, avec des limitations fonctionnelles motrices et cognitives et une baisse des capacités d'adaptation ;   les personnes dites malades : dépendantes, en mauvais état de santé en raison d'une polypathologie chronique évoluée génératrice de handicaps et d'un isolement social.	
portail upload	0	1.2263	1	Recommandation 3b 8 pour cent est recommandée1 http: www.has-sante.fr portail upload docs application pdf 2009-06 chutes_repetees_personnes_agees_-_argumentaire.pdf.	
pratiques professionnelles	1	1.2263	1	HAS Service des bonnes pratiques professionnelles Service évaluation économique et santé publique janvier 2013 17 d'insuline afin d'atteindre les objectifs glycémiques, la connaissance des moyens de prévenir et de corriger les hypoglycémies et la réalisation adéquate de l'injection d'insuline.	
première intention5	0	1.2263	1	B Il est recommandé de prescrire la metformine en première intention5 Le patient n'est pas répondeur à un traitement quand au bout de 6 mois à la dose maximale bien tolérée, et sous réserve d'une bonne observance, l'objectif n'est pas atteint ou le taux d'HbA1c n'a pas diminué d'au moins 0,5 point.	
professionnelles service	0	1.2263	1	HAS Service des bonnes pratiques professionnelles Service évaluation économique et santé publique janvier 2013 17 d'insuline afin d'atteindre les objectifs glycémiques, la connaissance des moyens de prévenir et de corriger les hypoglycémies et la réalisation adéquate de l'injection d'insuline.	
propres constatations	0	1.2263	1	Elles ne sauraient dispenser le professionnel de santé de faire preuve de discernement, dans sa prise en charge du patient qui doit être celle qu'il estime la plus appropriée, en fonction de ses propres constatations.	
rapport différentiel	0	1.2263	1	Une consultation tous les 3 mois est généralement suffisante2 Fonder une recommandation sur l'efficience consiste à privilégier parmi plusieurs stratégies celle(s) dont le rapport différentiel entre les coûts et les résultats de santé est le plus faible (voir l'argumentaire pour une présentation plus détaillée)3 La médecine fondée sur les preuves suppose d'établir une recommandation sur des critères de morbi-mortalité (dits finaux).	
recommandé1.4 patients	0	1.2263	1	Recommandation 4b comme évoluée, un objectif inférieur ou égal à 8 pour cent est recommandé1.4 Patients ayant une insuffisance rénale chronique.	
recommandée1 http	0	1.2263	1	Recommandation 3b 8 pour cent est recommandée1 http: www.has-sante.fr portail upload docs application pdf 2009-06 chutes_repetees_personnes_agees_-_argumentaire.pdf.	
recommandée1.5 patientes	0	1.2263	1	Recommandation 5b (stades 4 et 5), une cible d'HbA1c inférieure ou égale à 8 pour cent est recommandée1.5 Patientes enceintes ou envisageant de l'être.	
recommandée2.4 patients	0	1.2263	1	Recommandation 33 recommandée2.4 Patients ayant une insuffisance rénale chronique.	
recommandés1.3 patients	0	1.2263	1	Recommandation 3c aiguës dues au diabète (déshydratation, coma hyperosmolaire) et les hypoglycémies ; des glycémies capillaires préprandiales comprises entre 1 et 2 g l et ou un taux d'HbA1c inférieur à 9 pour cent sont recommandés1.3 Patients ayant un antécédent cardio-vasculaire connu.	
règles pharmacologiques	0	1.2263	1	Ils devront être pris selon les règles pharmacologiques de prescription (horaire par rapport aux repas, nombre de prises, etc.).	
réalisation adéquate	0	1.2263	1	HAS Service des bonnes pratiques professionnelles Service évaluation économique et santé publique janvier 2013 17 d'insuline afin d'atteindre les objectifs glycémiques, la connaissance des moyens de prévenir et de corriger les hypoglycémies et la réalisation adéquate de l'injection d'insuline.	
rénale fonctionnelle	1	1.2263	1	Recommandation 29 déshydratation avec insuffisance rénale fonctionnelle), ceux-ci doivent être interrompus, avec une surveillance accrue de la glycémie et un recours éventuel à l'insuline le temps de l'épisode.	
rénaux chroniques	0	1.2263	1	Cette section aborde les objectifs glycémiques optimaux pour prévenir les risques liés à l'hyperglycémie et aux effets indésirables des traitements chez les patients diabétiques de type 2 (cas général) et dans quatre sous-populations particulières : les sujets âgés, les personnes ayant des antécédents cardio-vasculaires, les insuffisants rénaux chroniques et les femmes enceintes ou envisageant de l'être.	
santé publique	1	1.2263	1	HAS Service des bonnes pratiques professionnelles Service évaluation économique et santé publique janvier 2013 17 d'insuline afin d'atteindre les objectifs glycémiques, la connaissance des moyens de prévenir et de corriger les hypoglycémies et la réalisation adéquate de l'injection d'insuline.	
schéma général	0	1.2263	1	Le schéma général de la stratégie médicamenteuse du contrôle glycémique ne peut envisager tous les cas particuliers.	
service évaluation	0	1.2263	1	HAS Service des bonnes pratiques professionnelles Service évaluation économique et santé publique janvier 2013 17 d'insuline afin d'atteindre les objectifs glycémiques, la connaissance des moyens de prévenir et de corriger les hypoglycémies et la réalisation adéquate de l'injection d'insuline.	
sous-populations particulières	0	1.2263	1	Cette section aborde les objectifs glycémiques optimaux pour prévenir les risques liés à l'hyperglycémie et aux effets indésirables des traitements chez les patients diabétiques de type 2 (cas général) et dans quatre sous-populations particulières : les sujets âgés, les personnes ayant des antécédents cardio-vasculaires, les insuffisants rénaux chroniques et les femmes enceintes ou envisageant de l'être.	
stades 3a	0	1.2263	1	Recommandation 34 entre 30 et 60 ml min 1,73m ; stades 3A et 3B), les molécules à élimination rénale doivent être utilisées avec précaution car il existe un risque accru d'effets secondaires dont les hypoglycémies pour certaines classes thérapeutiques.	
stratégies celle(s)	0	1.2263	1	Une consultation tous les 3 mois est généralement suffisante2 Fonder une recommandation sur l'efficience consiste à privilégier parmi plusieurs stratégies celle(s) dont le rapport différentiel entre les coûts et les résultats de santé est le plus faible (voir l'argumentaire pour une présentation plus détaillée)3 La médecine fondée sur les preuves suppose d'établir une recommandation sur des critères de morbi-mortalité (dits finaux).	
sujets âgés	1	1.2263	1	Cette section aborde les objectifs glycémiques optimaux pour prévenir les risques liés à l'hyperglycémie et aux effets indésirables des traitements chez les patients diabétiques de type 2 (cas général) et dans quatre sous-populations particulières : les sujets âgés, les personnes ayant des antécédents cardio-vasculaires, les insuffisants rénaux chroniques et les femmes enceintes ou envisageant de l'être.	
sécurité sociale	1	1.2263	1	La HAS a inscrit à son programme de travail 2009 l'élaboration de recommandations de bonne pratique sur la stratégie médicamenteuse du contrôle glycémique du diabète de type 2 en intégrant un critère d'efficience sur saisine de la Direction de la sécurité sociale (DSS) et la Caisse nationale de l'assurance maladie des travailleurs salariés (Cnamts).	
tierce personne	1	1.2263	1	Recommandation 28 l'insulinothérapie est recommandée, avec recours éventuel à une tierce personne.	
traitement oral	1	1.2263	1	Pour ces raisons, les inhibiteurs de la DPP-4 ne peuvent être utilisés en monothérapie que lorsqu'aucun autre traitement oral ne peut être proposé, après avis d'un diabétologue ; le patient doit être informé de l'absence de remboursement.	
travailleurs salariés	1	1.2263	1	La HAS a inscrit à son programme de travail 2009 l'élaboration de recommandations de bonne pratique sur la stratégie médicamenteuse du contrôle glycémique du diabète de type 2 en intégrant un critère d'efficience sur saisine de la Direction de la sécurité sociale (DSS) et la Caisse nationale de l'assurance maladie des travailleurs salariés (Cnamts).	
troubles digestifs	1	1.2263	1	La possibilité d'une acidose lactique doit être systématiquement envisagée face à des signes non spécifiques tels que des troubles digestifs (douleurs abdominales, diarrhée, vomissements…), une dyspnée, des crampes musculaires, une asthénie sévère ou une anorexie.	
type 21.1	0	1.2263	1	Le dosage de l'HbA1c doit être réalisé 4 fois par an selon le guide HAS affection de longue durée sur le diabète de type 21.1 Patients diabétiques de type 2 (cas général).	
un traitement	1	1.2263	3	Un traitement ne doit pas être maintenu chez un patient non répondeur5 ; il sera remplacé par un médicament d'une autre classe thérapeutique recommandée.	B Il est recommandé de prescrire la metformine en première intention5 Le patient n'est pas répondeur à un traitement quand au bout de 6 mois à la dose maximale bien tolérée, et sous réserve d'une bonne observance, l'objectif n'est pas atteint ou le taux d'HbA1c n'a pas diminué d'au moins 0,5 point.	Si de tels signes apparaissent au cours d'un traitement par metformine jusque-là bien toléré, l'arrêt du traitement est recommandé, au moins de façon temporaire, afin de s'assurer qu'il ne s'agit pas d'une acidose lactique.	
une cible	1	1.2263	5	Pour la plupart des patients diabétiques de type 2, une cible d'HbA1c inférieure ou égale à 7 pour cent est recommandée.	B Pour la plupart des patients diabétiques de type 2 :   une cible d'HbA1c inférieure ou égale à 7 pour cent est recommandée.	Une cible d'HbA1c inférieure ou égale à 8 pour cent est recommandée.	Recommandation 5a 3B), une cible d'HbA1c inférieure ou égale à 7 pour cent est recommandée.	Recommandation 5b (stades 4 et 5), une cible d'HbA1c inférieure ou égale à 8 pour cent est recommandée1.5 Patientes enceintes ou envisageant de l'être.	
une consultation	1	1.2263	1	Une consultation tous les 3 mois est généralement suffisante2 Fonder une recommandation sur l'efficience consiste à privilégier parmi plusieurs stratégies celle(s) dont le rapport différentiel entre les coûts et les résultats de santé est le plus faible (voir l'argumentaire pour une présentation plus détaillée)3 La médecine fondée sur les preuves suppose d'établir une recommandation sur des critères de morbi-mortalité (dits finaux).	
upload docs	0	1.2263	1	Recommandation 3b 8 pour cent est recommandée1 http: www.has-sante.fr portail upload docs application pdf 2009-06 chutes_repetees_personnes_agees_-_argumentaire.pdf.	
vasculaires cérébraux	1	1.2263	1	L'objectif à plus long terme est la prévention des complications chroniques microvasculaires (rétinopathie, néphropathie et neuropathie), macrovasculaires (infarctus du myocarde, accidents vasculaires cérébraux et artériopathie oblitérante des membres inférieurs) et la diminution de la mortalité.	
www.has-sante.fr portail	0	1.2263	1	Recommandation 3b 8 pour cent est recommandée1 http: www.has-sante.fr portail upload docs application pdf 2009-06 chutes_repetees_personnes_agees_-_argumentaire.pdf.	
âgées fragiles	0	1.2263	1	Cependant, pour les personnes âgées fragiles ou malades , et si l'écart à l'objectif est faible (moins de 0,5 pour cent en valeur absolue d'HbA1c), l'absence de traitement médicamenteux du contrôle glycémique peut être envisagée, avec une surveillance de la glycémie.	
élimination rénale	1	1.2263	1	Recommandation 34 entre 30 et 60 ml min 1,73m ; stades 3A et 3B), les molécules à élimination rénale doivent être utilisées avec précaution car il existe un risque accru d'effets secondaires dont les hypoglycémies pour certaines classes thérapeutiques.	
études complémentaires	0	1.2263	1	Elle doit, en revanche, inciter à engager des études complémentaires.	
évaluation économique	1	1.2263	1	HAS Service des bonnes pratiques professionnelles Service évaluation économique et santé publique janvier 2013 17 d'insuline afin d'atteindre les objectifs glycémiques, la connaissance des moyens de prévenir et de corriger les hypoglycémies et la réalisation adéquate de l'injection d'insuline.	
éventuelle reprise	0	1.2263	1	L'éventuelle reprise du traitement doit être extrêmement prudente et ne doit être entreprise qu'après s'être assuré de la normalité de la fonction rénale et de l'absence de persistance d'un facteur favorisant la survenue d'une acidose lactique.	
éventuelles hypoglycémies	0	1.2263	1	Recommandation 42 ou glinides afin de prévenir et de détecter d'éventuelles hypoglycémies.	
classes thérapeutiques	0	1.2229	2	Recommandation 34 entre 30 et 60 ml min 1,73m ; stades 3A et 3B), les molécules à élimination rénale doivent être utilisées avec précaution car il existe un risque accru d'effets secondaires dont les hypoglycémies pour certaines classes thérapeutiques.	Recommandation 35 30 ml min 1,73 m ; stades 4 et 5), les seules classes thérapeutiques autorisées (AMM) sont l'insuline, le répaglinide, les inhibiteurs des alphaglucosidases jusqu'à 25 ml min et les inhibiteurs de la DPP-4 à posologie adaptée10.	
stratégie médicamenteuse	0	1.2177	5	La HAS a inscrit à son programme de travail 2009 l'élaboration de recommandations de bonne pratique sur la stratégie médicamenteuse du contrôle glycémique du diabète de type 2 en intégrant un critère d'efficience sur saisine de la Direction de la sécurité sociale (DSS) et la Caisse nationale de l'assurance maladie des travailleurs salariés (Cnamts).	Cette recommandation vise à définir :  des objectifs glycémiques cibles ;  une stratégie médicamenteuse du contrôle glycémique ;  la place de l'autosurveillance glycémique.	Cette recommandation n'aborde le thème du diabète de type 2 que dans le champ du contrôle glycémique (fixation d'objectifs glycémiques, stratégie médicamenteuse et place de l'autosurveillance glycémique).	Le schéma général de la stratégie médicamenteuse du contrôle glycémique ne peut envisager tous les cas particuliers.	Pour cette recommandation, le taux d'HbA1c comme critère intermédiaire a été retenu afin de situer la place des nouvelles molécules dans la stratégie médicamenteuse en l'absence de données de morbi-mortalité pour ces molécules.	
longue durée	1	1.1847	2	Le dosage de l'HbA1c doit être réalisé 4 fois par an selon le guide HAS affection de longue durée sur le diabète de type 21.1 Patients diabétiques de type 2 (cas général).	Recommandation 2c   avec une comorbidité grave avérée et ou une espérance de vie limitée ( 5 ans),   OU avec des complications macrovasculaires évoluées,   OU ayant une longue durée d'évolution du diabète ( 10 ans) et pour lesquels la cible de 7 pour cent s'avère difficile à atteindre car l'intensification médicamenteuse provoque des hypoglycémies sévères,.	
objectifs glycémiques	0	1.1782	5	Cette recommandation vise à définir :  des objectifs glycémiques cibles ;  une stratégie médicamenteuse du contrôle glycémique ;  la place de l'autosurveillance glycémique.	Cette recommandation n'aborde le thème du diabète de type 2 que dans le champ du contrôle glycémique (fixation d'objectifs glycémiques, stratégie médicamenteuse et place de l'autosurveillance glycémique).	Cette section aborde les objectifs glycémiques optimaux pour prévenir les risques liés à l'hyperglycémie et aux effets indésirables des traitements chez les patients diabétiques de type 2 (cas général) et dans quatre sous-populations particulières : les sujets âgés, les personnes ayant des antécédents cardio-vasculaires, les insuffisants rénaux chroniques et les femmes enceintes ou envisageant de l'être.	L'instauration d'une insulinothérapie nécessite la définition d'objectifs glycémiques clairs, la réalisation d'une autosurveillance glycémique, l'adaptation des doses 7 En l'absence de données sur l'association de ces monothérapies avec des analogues du GLP-1 et d'AMM, ces associations ne peuvent pas être envisagées8 Lors de la rédaction de la recommandation, seule la sitagliptine est autorisée et remboursable par l'Assurance maladie en trithérapie9 Lors de la rédaction de la recommandation, seul l'exénatide est autorisé en association avec l'insuline, et n'est pas remboursable par l'Assurance maladie dans cette indication.	HAS Service des bonnes pratiques professionnelles Service évaluation économique et santé publique janvier 2013 17 d'insuline afin d'atteindre les objectifs glycémiques, la connaissance des moyens de prévenir et de corriger les hypoglycémies et la réalisation adéquate de l'injection d'insuline.	
association insuline	0	1.1751	1	L'intérêt de maintenir les antidiabétiques non insuliniques doit être évalué en fonction des bénéfices attendus pour chacune des molécules :   la metformine sera poursuivie ;   la posologie du sulfamide hypoglycémiant ou du répaglinide sera adaptée si besoin en fonction du schéma insulinique ;   les inhibiteurs de la DPP-4 et les inhibiteurs des alphaglucosidases seront arrêtés ;   l'association insuline + analogues du GLP-1 relève d'un avis spécialisé9.	
avis spécialisé9	0	1.1751	1	L'intérêt de maintenir les antidiabétiques non insuliniques doit être évalué en fonction des bénéfices attendus pour chacune des molécules :   la metformine sera poursuivie ;   la posologie du sulfamide hypoglycémiant ou du répaglinide sera adaptée si besoin en fonction du schéma insulinique ;   les inhibiteurs de la DPP-4 et les inhibiteurs des alphaglucosidases seront arrêtés ;   l'association insuline + analogues du GLP-1 relève d'un avis spécialisé9.	
schéma insulinique	0	1.1751	1	L'intérêt de maintenir les antidiabétiques non insuliniques doit être évalué en fonction des bénéfices attendus pour chacune des molécules :   la metformine sera poursuivie ;   la posologie du sulfamide hypoglycémiant ou du répaglinide sera adaptée si besoin en fonction du schéma insulinique ;   les inhibiteurs de la DPP-4 et les inhibiteurs des alphaglucosidases seront arrêtés ;   l'association insuline + analogues du GLP-1 relève d'un avis spécialisé9.	
doses maximales	0	1.1719	1	Afin de favoriser leur tolérance, les traitements seront démarrés aux doses minimales recommandées qui seront augmentées progressivement jusqu'aux doses maximales tolérées ou jusqu'à l'atteinte de l'objectif.	
doses minimales	0	1.1719	1	Afin de favoriser leur tolérance, les traitements seront démarrés aux doses minimales recommandées qui seront augmentées progressivement jusqu'aux doses maximales tolérées ou jusqu'à l'atteinte de l'objectif.	
minimales recommandées	0	1.1719	1	Afin de favoriser leur tolérance, les traitements seront démarrés aux doses minimales recommandées qui seront augmentées progressivement jusqu'aux doses maximales tolérées ou jusqu'à l'atteinte de l'objectif.	
effets secondaires	1	1.1536	2	Recommandation 1 convient :   d'expliquer le choix de l'objectif et de s'accorder avec le patient dans le cadre d'une éducation thérapeutique ;   d'encourager la personne à atteindre et maintenir son objectif individualisé ;   de mobiliser les moyens thérapeutiques recommandés pour atteindre la cible d'HbA1c, notamment les mesures hygiéno-diététiques ;   de réévaluer l'objectif et ou les moyens :  si les effets secondaires (dont les hypoglycémies et la prise de poids) ou les efforts fournis altèrent sensiblement la qualité de vie,  si le profil clinique du patient se modifie ;   d'informer la personne ayant une HbA1c au-delà de l'objectif fixé qu'une diminution de l'HbA1c vers sa cible thérapeutique s'accompagne de bénéfices pour sa santé.	Recommandation 34 entre 30 et 60 ml min 1,73m ; stades 3A et 3B), les molécules à élimination rénale doivent être utilisées avec précaution car il existe un risque accru d'effets secondaires dont les hypoglycémies pour certaines classes thérapeutiques.	
éducation thérapeutique	1	1.1536	2	Le diabète est évolutif et le traitement doit être réévalué régulièrement dans toutes ses composantes : mesures hygiéno-diététiques, éducation thérapeutique et traitement médicamenteux.	Recommandation 1 convient :   d'expliquer le choix de l'objectif et de s'accorder avec le patient dans le cadre d'une éducation thérapeutique ;   d'encourager la personne à atteindre et maintenir son objectif individualisé ;   de mobiliser les moyens thérapeutiques recommandés pour atteindre la cible d'HbA1c, notamment les mesures hygiéno-diététiques ;   de réévaluer l'objectif et ou les moyens :  si les effets secondaires (dont les hypoglycémies et la prise de poids) ou les efforts fournis altèrent sensiblement la qualité de vie,  si le profil clinique du patient se modifie ;   d'informer la personne ayant une HbA1c au-delà de l'objectif fixé qu'une diminution de l'HbA1c vers sa cible thérapeutique s'accompagne de bénéfices pour sa santé.	
plusieurs caractéristiques	0	1.1425	1	Plusieurs caractéristiques doivent être prises en compte au cours de la prise en charge des personnes âgées : altération de la fonction rénale, polymédication, risque élevé d'hypoglycémie et conséquences plus délétères de l'hypoglycémie, risque de dénutrition.	
antécédent cardio-vasculaire	0	1.1329	2	Recommandation 2b   dont le diabète est nouvellement diagnostiqué,   ET dont l'espérance de vie est supérieure à 15 ans,   ET sans antécédent cardio-vasculaire, un objectif inférieur ou égal à 6,5 pour cent est recommandé, sous réserve d'être atteint par la mise en uvre ou le renforcement des mesures hygiéno-diététiques puis, en cas d'échec, par une monothérapie orale (cfrecommandation n 16).	Recommandation 3c aiguës dues au diabète (déshydratation, coma hyperosmolaire) et les hypoglycémies ; des glycémies capillaires préprandiales comprises entre 1 et 2 g l et ou un taux d'HbA1c inférieur à 9 pour cent sont recommandés1.3 Patients ayant un antécédent cardio-vasculaire connu.	
première intention	0	1.129	2	La stratégie recommandée en première intention pour chaque étape de traitement (metformine en monothérapie, metformine + sulfamide hypoglycémiant en bithérapie, trithérapie comprenant au moins metformine + sulfamide hypoglycémiant) est la stratégie la plus efficace, la moins coûteuse et celle pour laquelle le recul d'utilisation est le plus important.	B Il est recommandé de prescrire la metformine en première intention5 Le patient n'est pas répondeur à un traitement quand au bout de 6 mois à la dose maximale bien tolérée, et sous réserve d'une bonne observance, l'objectif n'est pas atteint ou le taux d'HbA1c n'a pas diminué d'au moins 0,5 point.	
patients diabétiques	0	1.1033	7	Pour la plupart des patients diabétiques de type 2, une cible d'HbA1c inférieure ou égale à 7 pour cent est recommandée.	Ces trois aspects majeurs de la prise en charge des patients diabétiques de type 2 sont hors du champ de cette recommandation.	Cette section aborde les objectifs glycémiques optimaux pour prévenir les risques liés à l'hyperglycémie et aux effets indésirables des traitements chez les patients diabétiques de type 2 (cas général) et dans quatre sous-populations particulières : les sujets âgés, les personnes ayant des antécédents cardio-vasculaires, les insuffisants rénaux chroniques et les femmes enceintes ou envisageant de l'être.	Le dosage de l'HbA1c doit être réalisé 4 fois par an selon le guide HAS affection de longue durée sur le diabète de type 21.1 Patients diabétiques de type 2 (cas général).	B Pour la plupart des patients diabétiques de type 2 :   une cible d'HbA1c inférieure ou égale à 7 pour cent est recommandée.	B L'ASG est recommandée chez les patients diabétiques de type 2 traités par insuline afin d'adapter les doses d'insuline et de prévenir les hypoglycémies.	L'analyse de la littérature a souligné le faible niveau de preuve des données (effectif faible, suivi insuffisant, critères inadaptés) concernant :   la validation du taux d'HbA1c comme critère de substitution à des critères finaux de morbi-mortalité dans le diabète de type 2 ;   l'effet des différents traitements sur la morbi-mortalité du diabète de type 2 (micro-angiopathie, événement cardio-vasculaire, mortalité liée au diabète) ;   la balance bénéfice risque des différents médicaments antidiabétiques en comparaison directe (en particulier inhibiteurs DPP-4 vs sulfamides) ;   des comparaisons directes entre les différentes stratégies, en particulier une stratégie classique (schéma metformine puis sulfamide puis insuline) vs une stratégie visant à limiter les hypoglycémies et la prise de poids (metformine puis inhibiteurs DPP-4 puis analogues du GLP-1), éventuellement en fonction du profil des patients ;   des données dans les sous-groupes de patients diabétiques tels que les personnes âgées, les patients atteints de comorbidités, les femmes enceintes ;   la modélisation de l'efficience :  de différentes stratégies thérapeutiques, dont les mesures hygiéno-diététiques,  pour certaines populations, dont les patients nouvellement diagnostiqués et les patients pour lesquels certains traitements sont contre-indiqués ;   la mesure de la qualité de vie associée aux hypoglycémies11, à la prise de poids et au traitement par insuline afin d'estimer la pondération de la durée de vie liée à ces états de santé dans une étude d'efficience.	
